"name","type","lat","lon","color"
"Hinjawadi","metro",18.592395,73.737357,""
"Bhakti Shakti","metro",18.662561,73.774574,""
"Nigdi","metro",18.658399,73.778398,""
"Akurdi","metro",18.65116,73.784747,""
"Chinchwad","metro",18.639173,73.794931,""
"Vitthalwadi","metro",18.598036,74.004574,""
"Bakori Phata","metro",18.590216,73.997801,""
"Siddharth Nagar","metro",18.582664,73.988709,""
"Wagholi","metro",18.58061,73.983649,""
"Wagheshwar Temple","metro",18.580696,73.978999,""
"Upper Kharadi Rd","metro",18.575658,73.962641,""
"Ubale Nagar","metro",18.572609,73.95594,""
"Tuljabhavani Nagar","metro",18.567097,73.946837,""
"Kharadi Bypass","metro",18.562359,73.937809,""
"Somnath Nagar","metro",18.562864,73.928401,""
"Viman Nagar","metro",18.561482,73.920388,""
"Karve Putala","metro",18.502603,73.817815,""
"Nal Stop","metro",18.505488,73.824285,"aqua"
"Dahanukar Colony","metro",18.495987,73.81348,""
"Karve Nagar","metro",18.488076,73.813461,""
"Warje","metro",18.47996,73.805508,""
"Daulat Nagar","metro",18.472616,73.811385,""
"Manik Baug","metro",18.467138,73.817952,""
"Dalvewadi","metro",18.454999,73.797143,""
"Nanded City","metro",18.457185,73.802869,""
"Dhayari Phata","metro",18.45892,73.809396,""
"Hingane Chowk","metro",18.481056,73.825802,""
"Rajaram Pul","metro",18.488103,73.829398,""
"Deshpande Udyan","metro",18.494875,73.837048,""
"Dandekar Pul","metro",18.50084,73.84518,""
"Swargate North","metro",18.500704,73.856872,"purple"
"Chandani Chowk","metro",18.507636,73.786698,""
"Market Yard","metro",18.487786,73.857518,""
"Bibwewadi","metro",18.475233,73.856249,""
"Padmavati","metro",18.461007,73.858097,""
"Balaji Nagar","metro",18.453227,73.858379,""
"Katraj","metro",18.446573,73.859009,""
"Seven Loves Chowk","metro",18.501458,73.869616,""
"Pune Cantonment Board","metro",18.502756,73.878369,""
"Race Course","metro",18.506465,73.889388,""
"Fatima Nagar","metro",18.506547,73.900526,""
"Ramtekadi","metro",18.506308,73.911628,""
"Hadapsar","metro",18.50367,73.922775,""
"509","bus",18.575184,73.899559,""
"Pune Railway Station Bus Depot","bus",18.526529,73.877141,""
"Rajgurunagar Bus Stop","bus",18.854108,73.888357,""
"Sun City","bus",18.474876,73.813655,""
"Chaphekar Chowk","bus",18.630087,73.779897,""
"Manapa Bhavan","bus",18.523025,73.853423,""
"JK Hill Park Bus Stop","bus",18.451306,73.811043,""
"mahalaxmi bus stop","bus",18.570792,73.879203,""
"Indira Vasahat","bus",18.481568,73.900633,""
"Shewalewadi Bus Depot","bus",18.495486,73.971356,""
"Shirur S.T Stand","bus",18.827521,74.37334,""
"Chakan","bus",18.756648,73.858668,""
"Talegaon Phata S.T. Stand","bus",18.755574,73.859125,""
"New Wakadewadi MSRTC Bus Stand","bus",18.543415,73.852399,""
"Nigdi","bus",18.659813,73.777282,""
"PMPML Bus Parking","bus",18.533851,73.860269,""
"Kesnand Phata","bus",18.580714,73.987587,""
"Saswad Pmpml Bus Stand","bus",18.345023,74.031349,""
"Kendriya Vidyalaya Lohgaon","bus",18.577826,73.903067,""
"Supa Bus Station","bus",18.337498,74.379722,""
"DSK Vishwa Bus Stand;DSK Vishwa Bus Stop","bus",18.443267,73.799002,""
"Atlas Copco","bus",18.596463,73.828836,""
"Mhalunge Gaon (Bajirao Padale Chowk)","bus",18.564616,73.735792,""
"Late Rajiv Gandhi Udyan BRT","bus",18.453457,73.858424,""
"Chikli Bus Stop","bus",18.683787,73.814199,""
"Pmpml Bus Stand","bus",18.786957,73.776502,""
"Pampml Bus Stand","bus",18.766219,73.774913,""
"Hadpsar Gadi Tal","bus",18.500419,73.939268,""
"Pulgate","bus",18.506064,73.882099,""
"Swargate ST Stand","bus",18.499364,73.859266,""
"Bhor","bus",18.153764,73.845748,""
"Pimpri-Chinchwad Bus Stand","bus",18.615092,73.815925,""
"Bhor Bus Station","bus",18.153564,73.845952,""
"Katraj-Sarpodyan Bus Depot","bus",18.455254,73.859242,""
"Lonavala Bus Stand","bus",18.753811,73.406463,""
"Kondhwa Bus Stop","bus",18.473068,73.889048,""
"PK Stop","bus",18.631575,73.77181,""
"rajani miss","bus",18.537934,73.863038,""
"PMPML Marketyard Depot","bus",18.483609,73.870828,""
"Chinchwad Bus Station","bus",18.627923,73.782377,""
"Sutarwadi Bus Terminus","bus",18.54165,73.779095,""
"Bhekrainagar Depot","bus",18.484417,73.953035,""
"Alandi Darshan","bus",18.674461,73.897246,""
"Mukai Chowk, Kiwale Terminal","bus",18.660385,73.731568,""
"MSRTC Bus Station","bus",18.351331,74.029353,""
"VRL Logistics Akurdi","bus",18.649414,73.765106,""
"Dehu Gaon","bus",18.720831,73.766072,""
"Rudra Bus Parking Nigdi","bus",18.656507,73.780805,""
"Talegaon Dabhade ST Stand","bus",18.734686,73.671279,""
"Sangamwadi BRT Stop","bus",18.537438,73.863277,""
"Sangamwadi Private Bus Stand 1","bus",18.535342,73.860728,""
"Sangamwadi Private Bus Stand 2","bus",18.537125,73.863612,""
"Kothrud Depot","bus",18.50652,73.795247,""
"Swargate MSRTC Bus Stand","bus",18.499955,73.859007,""
"Swargate MSRTC Bus Stand-2","bus",18.499513,73.859714,""
"Swargate PMPML Bus Stand","bus",18.499154,73.857899,""
"PMPML Bhosari Depot","bus",18.627144,73.850665,""
"Private Bus Parking Bhosari","bus",18.627545,73.851511,""
"Bhosari Terminal","bus",18.624455,73.851472,""
"PMPML Ashok Leyland Workshop","bus",18.679779,73.786148,""
"Bhakti Shakti Pmpml Terminal","bus",18.66547,73.772324,""
"Bhakti Shakti Electric Bus Depot","bus",18.66531,73.770545,""
"Wagholi Kesnand Phata PMPML Bus Stand","bus",18.580947,73.987639,""
"Saswad Pmpml Stand","bus",18.344993,74.031387,""
"Bhosari Sadgurunagar Depot","bus",18.632172,73.849452,""
"Saswad ST Stand","bus",18.350638,74.02947,""
"Nhavare Bus Stand","bus",18.662683,74.37171,""
"Katraj PMPML Bus Stand","bus",18.446902,73.858508,""
"Manapa Bhavan PMPML Bus Station","bus",18.523076,73.853724,""
"Shikrapur Bus Stand","bus",18.691785,74.134171,""
"Hadapsar Gadital PMPML Bus Stand","bus",18.500293,73.9392,""
"Bhekrainagar PMPML Bus Depot Road","bus",18.484219,73.952944,""
"Morgaon MSRTC ST Stand","bus",18.27657,74.321256,""
"Vishrantwadi","bus",18.573223,73.881342,""
"Yavat PMPML Bus Stand","bus",18.47477,74.273706,""
"Upper Depot","bus",18.460525,73.872053,""
"Gujarwadi Phata (Katraj) PMPML Bus Stand","bus",18.440518,73.860244,""
"M M School","bus",18.614203,73.78517,""
"MP Group","bus",18.491277,73.811631,""
"Pimple Nilakh Bus Stand","bus",18.571525,73.794087,""
"Kiwale Goan Bus Stop","bus",18.657823,73.722295,""
"Padmavati Bus Depot","bus",18.47731,73.855945,""
"Shirur ST Stand","bus",18.827514,74.373331,""
"RAJGURUNAGAR ST STAND","bus",18.854049,73.888306,""
"RAJGURUNAGAR ST DEPOT","bus",18.853629,73.88848,""
"Paud Bus Stand","bus",18.524085,73.619063,""
"VRL Vadagaon Budruk Pune Bus Stand","bus",18.463244,73.820018,""
"Bhekrai Nagar PMT Depot","bus",18.484424,73.952967,""
"Kiwalegaon  last bus stop","bus",18.656398,73.7206,""
"Malawale Nagar","bus",18.662054,73.735175,""
"Aadarshnagar","bus",18.664344,73.739256,""
"Gharkul Ravet","bus",18.665459,73.743432,""
"Mhaske Wasti Corner Ravet","bus",18.663679,73.746221,""
"Bhondve Patil Estate Ravet","bus",18.662808,73.749389,""
"Ganesh Nagar Ravet","bus",18.661098,73.752788,""
"Durga Devi Tekadi / Appughar","bus",18.661329,73.764528,""
"Vahatuknagari","bus",18.662506,73.76901,""
"Bhakti-Shakti Bus stop","bus",18.665467,73.772834,""
"Sangvi Gaon Bus Stand","bus",18.575135,73.825986,""
"Sangvi Phata BRTS","bus",18.572611,73.807278,""
"Pune Station Bus Stand","bus",18.527465,73.87276,""
"Pune Railway Station Bus Terminus","bus",18.527998,73.872197,""
"Lonavala","railway",18.750369,73.406944,""
"Pune Junction","railway",18.528877,73.874415,""
"Malavli","railway",18.744214,73.480164,""
"Khandala","railway",18.754847,73.376709,""
"Kasarwadi","railway",18.608093,73.820868,""
"Shivajinagar","railway",18.532591,73.851311,""
"Nira","railway",18.105446,74.208078,""
"Ghorpuri","railway",18.528148,73.893932,""
"Phursungi","railway",18.4572,74.002157,""
"Sasvad Road","railway",18.472818,73.954518,""
"Shindawane","railway",18.425843,74.118156,""
"Alandi","railway",18.462903,74.06419,""
"Jejuri","railway",18.287168,74.171669,""
"Rajevadi","railway",18.384333,74.155524,""
"Ambale","railway",18.413774,74.187037,""
"Dapodi","railway",18.581447,73.832686,""
"Pimpri","railway",18.622953,73.802512,""
"Chinchwad","railway",18.640355,73.791713,""
"Akurdi","railway",18.648636,73.764716,""
"Hadapsar Railway Station","railway",18.526967,73.927825,""
"Loni","railway",18.490847,74.020808,""
"Manjari Budruk","railway",18.512209,73.971934,""
"Kedgaon","railway",18.482087,74.376715,""
"Khutbav","railway",18.486004,74.315655,""
"Yavat","railway",18.489012,74.256651,""
"Daundaj","railway",18.229761,74.17739,""
"Dehu Road","railway",18.680047,73.734331,""
"Begdewadi","railway",18.700945,73.708,""
"Talegaon","railway",18.735106,73.67209,""
"Vadgaon","railway",18.742587,73.63666,""
"Kamshet","railway",18.766937,73.552432,""
"Kanhe","railway",18.762097,73.594046,""
"Kadethan","railway",18.477935,74.422422,""
"Patas","railway",18.473417,74.471013,""
"Valha","railway",18.183283,74.160419,""
"Ghorawadi","railway",18.721327,73.696204,""
"Uruli","railway",18.49372,74.136966,""
"Kalyani Nagar Station","railway",18.549237,73.905866,""
"Ramwadi Station","railway",18.560018,73.915157,""
"Talegaon Railway Station","railway",18.736744,73.670546,""
"Akurdi Railway Station","railway",18.64822,73.764899,""
"Aamby Valley Airfield","airport",18.61014,73.378333,""
"Pune Airport","airport",18.584851,73.919613,""
"Hadapsar Gliding Centre","airport",18.493067,73.942482,""
"NDA Gliderdrome","airport",18.472916,73.782052,""
"Pune International Airport","airport",18.580202,73.919491,""
